open,high,low,close,adjClose,volume,Date
0.05,0.15,0.15,0.22,0.23,1001,2022-11-12
0.07,0.3,0.11,0.24,0.34,1763,2021-02-21
0.18,0.22,0.22,0.13,0.18,1577,2022-01-02
0.09,0.1,0.12,0.11,0.27,1515,2021-01-21
0.34,0.27,0.24,0.28,0.27,1496,2022-02-22
0.14,0.2,0.21,0.29,0.15,1939,2025-12-11
0.34,0.28,0.1,0.23,0.31,1319,2023-09-05
0.3,0.08,0.29,0.28,0.06,1278,2020-10-15
0.19,0.09,0.06,0.27,0.34,1668,2023-10-01
0.17,0.29,0.21,0.22,0.24,1309,2022-04-24
0.12,0.1,0.22,0.27,0.23,1653,2024-08-16
0.19,0.21,0.08,0.24,0.1,1733,2024-02-26
0.24,0.23,0.3,0.27,0.08,1454,2024-02-13
0.17,0.08,0.28,0.23,0.2,1343,2020-11-02
0.23,0.21,0.11,0.18,0.21,1635,2026-01-03
0.12,0.35,0.26,0.16,0.12,1307,2023-05-19
0.28,0.11,0.06,0.12,0.09,1244,2022-11-11
0.06,0.12,0.2,0.32,0.33,1701,2021-07-16
0.27,0.08,0.06,0.13,0.26,1676,2023-04-28
0.25,0.14,0.11,0.07,0.17,1651,2025-08-02
0.22,0.06,0.27,0.17,0.31,1128,2022-04-27
0.29,0.09,0.17,0.09,0.24,1101,2023-11-22
0.06,0.24,0.24,0.22,0.22,1066,2025-08-07
0.34,0.21,0.3,0.08,0.07,1320,2025-11-06
0.09,0.29,0.29,0.13,0.06,1001,2022-12-24
0.35,0.32,0.08,0.29,0.11,1259,2022-06-21
0.05,0.3,0.17,0.27,0.34,1073,2021-11-30
0.29,0.08,0.2,0.15,0.23,1210,2023-12-10
0.09,0.07,0.11,0.14,0.14,1339,2023-06-24
0.33,0.27,0.17,0.25,0.3,1858,2025-11-25
0.1,0.29,0.19,0.09,0.09,1046,2023-11-02
0.3,0.25,0.22,0.15,0.09,1398,2023-06-29
0.23,0.05,0.07,0.07,0.21,1584,2023-12-16
0.25,0.06,0.27,0.28,0.15,1552,2021-07-11
0.12,0.11,0.19,0.15,0.21,1985,2025-07-31
0.3,0.19,0.18,0.28,0.3,1129,2023-05-07
0.2,0.27,0.06,0.24,0.22,1213,2024-04-17
0.13,0.33,0.1,0.23,0.24,1031,2022-05-12
0.29,0.25,0.35,0.17,0.18,1966,2024-08-17
0.12,0.27,0.33,0.23,0.09,1811,2025-07-02
0.34,0.05,0.3,0.19,0.27,1985,2023-08-02
0.12,0.09,0.24,0.32,0.08,1262,2023-08-08
0.32,0.32,0.32,0.32,0.24,1291,2024-10-19
0.09,0.27,0.19,0.16,0.14,1395,2022-01-20
0.07,0.32,0.27,0.09,0.16,1960,2023-08-04
0.11,0.26,0.29,0.11,0.17,1649,2022-12-08
0.1,0.29,0.34,0.17,0.13,1048,2021-03-29
0.12,0.16,0.06,0.3,0.21,1111,2022-11-02
0.18,0.32,0.27,0.32,0.16,1904,2022-04-12
0.1,0.33,0.17,0.27,0.06,1948,2025-12-04
0.13,0.14,0.29,0.27,0.31,1071,2024-10-04
0.06,0.18,0.26,0.18,0.32,1740,2025-01-30
0.15,0.12,0.05,0.24,0.18,1816,2026-01-07
0.31,0.33,0.3,0.08,0.21,1145,2024-10-09
0.05,0.25,0.13,0.14,0.22,1294,2023-12-09
0.19,0.17,0.17,0.06,0.25,1423,2023-09-29
0.3,0.06,0.16,0.23,0.25,1287,2023-08-08
0.24,0.29,0.25,0.08,0.35,1639,2022-01-06
0.34,0.31,0.11,0.1,0.12,1470,2024-08-03
0.26,0.32,0.22,0.08,0.31,1544,2023-10-05
0.33,0.06,0.17,0.11,0.22,1288,2021-01-02
0.2,0.19,0.15,0.35,0.12,1436,2023-11-01
0.16,0.21,0.22,0.2,0.32,1955,2024-03-18
0.1,0.29,0.18,0.13,0.15,1094,2021-05-04
0.18,0.34,0.28,0.26,0.28,1291,2024-06-22
0.15,0.21,0.35,0.17,0.32,1413,2020-09-22
0.08,0.08,0.16,0.06,0.28,1446,2023-01-12
0.09,0.28,0.29,0.27,0.12,1397,2023-09-09
0.1,0.29,0.07,0.17,0.19,1452,2024-04-30
0.29,0.3,0.17,0.25,0.05,1624,2021-11-22
0.26,0.25,0.21,0.3,0.14,1893,2023-02-23
0.06,0.24,0.27,0.3,0.28,1205,2021-08-04
0.23,0.23,0.26,0.23,0.23,1066,2022-08-01
0.13,0.21,0.26,0.28,0.26,1670,2025-08-06
0.16,0.31,0.26,0.18,0.28,1195,2021-12-05
0.11,0.3,0.15,0.08,0.18,1035,2023-09-14
0.19,0.28,0.16,0.13,0.22,1164,2022-11-09
0.14,0.28,0.26,0.22,0.08,1812,2024-04-11
0.06,0.25,0.16,0.19,0.23,1136,2021-04-21
0.17,0.25,0.25,0.32,0.17,1478,2020-11-13
0.34,0.07,0.3,0.24,0.34,1498,2025-11-03
0.15,0.19,0.29,0.07,0.1,1641,2024-05-24
0.21,0.25,0.07,0.09,0.06,1836,2025-02-21
0.08,0.08,0.17,0.08,0.35,1276,2022-11-22
0.06,0.12,0.27,0.17,0.12,1364,2023-01-26
0.25,0.23,0.25,0.19,0.28,1708,2024-07-31
0.34,0.14,0.27,0.08,0.34,1751,2021-10-09
0.23,0.21,0.17,0.12,0.31,1982,2025-09-01
0.32,0.34,0.22,0.09,0.17,1541,2024-08-05
0.3,0.11,0.19,0.14,0.3,1971,2022-03-30
0.33,0.18,0.12,0.31,0.12,1180,2021-05-17
0.32,0.13,0.32,0.08,0.3,1749,2020-11-11
0.11,0.32,0.34,0.29,0.06,1761,2023-01-16
0.32,0.22,0.33,0.12,0.24,1842,2024-01-31
0.06,0.25,0.14,0.23,0.23,1233,2024-06-16
0.23,0.33,0.17,0.07,0.28,1978,2020-08-31
0.3,0.23,0.18,0.18,0.23,1922,2025-01-30
0.25,0.05,0.07,0.08,0.22,1440,2025-04-10
0.26,0.24,0.09,0.31,0.32,1289,2022-10-21
0.1,0.33,0.12,0.27,0.07,1866,2021-01-23
0.11,0.22,0.11,0.24,0.26,1581,2025-03-14
0.13,0.2,0.13,0.08,0.22,1902,2023-05-29
0.13,0.22,0.17,0.25,0.32,1156,2025-03-07
0.25,0.23,0.08,0.09,0.07,1275,2023-03-10
0.35,0.33,0.29,0.07,0.26,1613,2021-01-06
0.34,0.17,0.28,0.26,0.31,1398,2022-10-22
0.23,0.16,0.33,0.16,0.28,1473,2022-06-20
0.12,0.09,0.21,0.13,0.33,1944,2023-05-26
0.09,0.31,0.16,0.27,0.14,1794,2023-02-20
0.29,0.26,0.3,0.11,0.33,1164,2021-01-22
0.2,0.32,0.17,0.28,0.05,1262,2025-06-11
0.31,0.28,0.27,0.08,0.22,1796,2022-03-17
0.3,0.09,0.24,0.13,0.23,1644,2024-01-08
0.27,0.31,0.07,0.12,0.3,1547,2023-09-15
0.06,0.08,0.05,0.11,0.1,1760,2025-01-23
0.1,0.18,0.28,0.29,0.14,1649,2023-06-28
0.18,0.07,0.27,0.25,0.3,1298,2023-12-13
0.27,0.16,0.28,0.17,0.17,1783,2024-12-31
0.27,0.15,0.21,0.32,0.07,1215,2021-12-14
0.25,0.13,0.31,0.12,0.05,1083,2024-05-15
0.23,0.32,0.23,0.24,0.33,1685,2022-04-15
0.15,0.35,0.13,0.18,0.1,1933,2022-02-16
0.19,0.07,0.09,0.29,0.16,1589,2023-12-16
0.18,0.26,0.31,0.24,0.15,1564,2022-11-25
0.12,0.07,0.32,0.11,0.19,1887,2020-11-30
0.1,0.27,0.23,0.32,0.18,1929,2024-04-21
0.05,0.13,0.23,0.14,0.08,1944,2022-04-12
0.24,0.32,0.09,0.11,0.34,1394,2024-02-12
0.17,0.1,0.1,0.33,0.24,1380,2023-04-16
0.13,0.15,0.06,0.16,0.26,1505,2024-06-26
0.29,0.09,0.22,0.27,0.19,1951,2023-12-23
0.26,0.26,0.33,0.27,0.23,1464,2020-10-18
0.1,0.23,0.16,0.34,0.28,1850,2025-11-03
0.15,0.23,0.06,0.24,0.34,1366,2022-04-25
0.08,0.07,0.31,0.17,0.33,1233,2023-04-03
0.19,0.12,0.05,0.15,0.26,1849,2022-04-10
0.19,0.25,0.25,0.09,0.11,1418,2023-10-30
0.08,0.06,0.09,0.11,0.23,1457,2025-05-07
0.26,0.23,0.21,0.24,0.11,1505,2025-02-19
0.21,0.1,0.17,0.09,0.28,1098,2023-12-10
0.08,0.16,0.12,0.31,0.18,1191,2021-10-01
0.3,0.12,0.1,0.05,0.34,1241,2023-04-06
0.07,0.32,0.06,0.12,0.22,1185,2024-07-22
0.29,0.33,0.32,0.29,0.26,1507,2024-02-07
0.16,0.25,0.32,0.15,0.23,1827,2025-10-01
0.27,0.26,0.21,0.21,0.27,1477,2024-03-02
0.25,0.33,0.2,0.34,0.08,1209,2025-09-19
0.23,0.1,0.23,0.25,0.17,1615,2025-04-14
0.29,0.31,0.27,0.06,0.21,1211,2021-03-24
0.06,0.22,0.18,0.28,0.29,1570,2024-12-07
0.18,0.18,0.29,0.19,0.06,1826,2021-02-02
0.17,0.14,0.27,0.11,0.16,1554,2024-09-01
0.13,0.3,0.28,0.23,0.23,1245,2022-07-30
0.15,0.34,0.07,0.19,0.11,1339,2024-05-16
0.24,0.27,0.19,0.17,0.34,1245,2020-12-11
0.19,0.26,0.1,0.11,0.33,1406,2023-05-20
0.35,0.11,0.11,0.1,0.17,1991,2023-08-07
0.17,0.05,0.18,0.22,0.34,1768,2021-01-19
0.24,0.3,0.3,0.27,0.23,1066,2021-12-21
0.16,0.18,0.27,0.3,0.21,1854,2023-07-10
0.12,0.33,0.31,0.21,0.28,1695,2021-05-09
0.17,0.16,0.13,0.27,0.33,1359,2021-01-10
0.32,0.05,0.17,0.18,0.3,1691,2025-10-26
0.3,0.06,0.11,0.25,0.2,1173,2023-01-03
0.33,0.31,0.27,0.14,0.12,1993,2024-03-12
0.12,0.24,0.14,0.11,0.21,1246,2024-04-24
0.1,0.33,0.12,0.1,0.22,1369,2022-06-07
0.34,0.07,0.16,0.24,0.27,1551,2023-07-13
0.07,0.1,0.18,0.21,0.21,1520,2023-11-27
0.23,0.07,0.31,0.16,0.19,1882,2024-08-02
0.18,0.13,0.06,0.23,0.18,1747,2025-11-30
0.27,0.17,0.13,0.3,0.26,1795,2021-11-17
0.31,0.08,0.08,0.11,0.08,1028,2024-02-15
0.29,0.09,0.06,0.29,0.24,1793,2022-12-27
0.14,0.28,0.15,0.34,0.34,1009,2025-04-18
0.23,0.09,0.13,0.11,0.16,1059,2021-12-05
0.27,0.07,0.32,0.15,0.11,1907,2020-08-27
0.12,0.24,0.22,0.23,0.17,1611,2023-04-26
0.21,0.3,0.1,0.17,0.33,1668,2020-09-03
0.06,0.25,0.08,0.21,0.18,1961,2022-12-03
0.31,0.28,0.29,0.25,0.11,1431,2021-02-09
0.29,0.28,0.09,0.33,0.24,1051,2020-11-11
0.31,0.33,0.32,0.16,0.28,1683,2023-04-15
0.11,0.13,0.17,0.33,0.24,1975,2024-04-12
0.3,0.27,0.15,0.29,0.34,1815,2024-09-20
0.26,0.22,0.32,0.14,0.24,1573,2025-06-10
0.29,0.22,0.31,0.13,0.32,1518,2024-10-17
0.35,0.19,0.09,0.26,0.23,1657,2022-12-19
0.16,0.14,0.32,0.07,0.29,1400,2024-06-21
0.19,0.17,0.09,0.09,0.15,1403,2021-05-13
0.29,0.17,0.17,0.08,0.21,1688,2025-01-11
0.19,0.06,0.06,0.19,0.08,1938,2021-06-22
0.27,0.19,0.07,0.05,0.28,1220,2023-05-25
0.07,0.21,0.31,0.17,0.32,1141,2022-01-24
0.12,0.27,0.3,0.34,0.34,1847,2024-01-23
0.12,0.33,0.31,0.2,0.12,1674,2022-03-18
0.26,0.09,0.12,0.29,0.07,1058,2024-10-10
0.08,0.09,0.06,0.24,0.21,1365,2021-07-27
0.06,0.31,0.22,0.33,0.35,1511,2025-12-15
0.27,0.26,0.26,0.22,0.33,1560,2022-11-15
0.1,0.23,0.1,0.11,0.25,1663,2023-06-22
0.13,0.08,0.23,0.31,0.06,1208,2025-07-05
0.26,0.29,0.33,0.3,0.15,1274,2023-01-30
0.15,0.2,0.19,0.28,0.11,1523,2023-04-01
0.19,0.11,0.25,0.14,0.06,1510,2023-05-20
0.3,0.08,0.29,0.29,0.17,1020,2025-09-14
0.06,0.33,0.25,0.28,0.09,1311,2025-01-07
0.26,0.14,0.21,0.17,0.27,1577,2025-10-20
0.27,0.14,0.35,0.15,0.28,1108,2025-01-14
0.08,0.33,0.11,0.11,0.18,1471,2021-12-10
0.19,0.2,0.31,0.17,0.13,1049,2020-12-03
0.28,0.23,0.05,0.14,0.27,1083,2021-03-10
0.28,0.11,0.27,0.32,0.3,1720,2025-03-19
0.22,0.27,0.3,0.33,0.23,1344,2021-08-11
0.07,0.14,0.11,0.15,0.29,1672,2025-09-21
0.17,0.24,0.26,0.17,0.14,1038,2023-04-06
0.12,0.16,0.15,0.09,0.31,1242,2024-02-28
0.19,0.17,0.17,0.3,0.09,1380,2022-10-23
0.15,0.14,0.16,0.14,0.29,1225,2024-05-02
0.16,0.3,0.06,0.08,0.26,1748,2022-05-07
0.29,0.07,0.29,0.16,0.17,1362,2025-05-24
0.18,0.29,0.11,0.19,0.26,1584,2025-12-22
0.16,0.12,0.34,0.07,0.07,1853,2022-11-27
0.33,0.23,0.26,0.33,0.31,1090,2024-11-03
0.34,0.08,0.33,0.14,0.22,1723,2024-11-17
0.07,0.13,0.3,0.26,0.24,1813,2020-10-02
0.11,0.33,0.21,0.1,0.09,1059,2022-04-04
0.15,0.34,0.25,0.24,0.2,1750,2021-10-20
0.33,0.27,0.13,0.12,0.08,1823,2021-05-27
0.34,0.06,0.25,0.28,0.27,1736,2026-01-15
0.11,0.12,0.11,0.27,0.29,1513,2026-01-01
0.15,0.26,0.28,0.3,0.17,1674,2023-12-18
0.2,0.3,0.18,0.33,0.16,1646,2024-01-19
0.27,0.12,0.3,0.32,0.07,1751,2026-01-12
0.26,0.27,0.18,0.14,0.07,1068,2023-06-25
0.23,0.26,0.05,0.15,0.25,1172,2020-12-12
0.06,0.16,0.27,0.17,0.25,1683,2025-04-17
0.32,0.34,0.19,0.11,0.32,1007,2024-05-06
0.07,0.15,0.19,0.22,0.21,1477,2022-08-08
0.17,0.22,0.34,0.21,0.21,1045,2025-03-05
0.11,0.16,0.11,0.07,0.08,1234,2021-08-24
0.24,0.15,0.21,0.26,0.24,1864,2023-07-30
0.22,0.19,0.21,0.28,0.3,1320,2022-11-15
0.17,0.09,0.21,0.1,0.05,1718,2021-10-11
0.12,0.12,0.31,0.29,0.31,1023,2020-08-01
0.15,0.3,0.16,0.09,0.24,1057,2025-03-30
0.09,0.22,0.29,0.09,0.08,1423,2021-09-23
0.28,0.34,0.33,0.14,0.27,1093,2022-04-11
0.14,0.34,0.15,0.23,0.3,1441,2021-03-23
0.06,0.19,0.26,0.3,0.2,1013,2022-11-14
0.34,0.27,0.23,0.16,0.09,1764,2020-11-28
0.28,0.11,0.19,0.18,0.28,1691,2024-02-10
0.14,0.06,0.27,0.3,0.1,1924,2023-04-15
0.22,0.35,0.26,0.34,0.34,1589,2021-04-20
0.19,0.23,0.3,0.19,0.23,1469,2021-11-04
0.11,0.05,0.08,0.28,0.26,1061,2022-08-26
0.12,0.18,0.3,0.09,0.29,1143,2020-08-21
0.13,0.21,0.12,0.16,0.05,1671,2024-01-15
0.07,0.06,0.31,0.32,0.15,1237,2021-11-29
0.35,0.26,0.14,0.15,0.13,1181,2021-11-11
0.25,0.22,0.15,0.23,0.29,1113,2020-10-29
0.15,0.11,0.13,0.07,0.31,1383,2023-10-10
0.33,0.13,0.35,0.06,0.16,1676,2025-07-09
0.31,0.2,0.31,0.24,0.16,1856,2022-02-11
0.23,0.23,0.13,0.22,0.34,1074,2020-08-27
0.06,0.07,0.21,0.09,0.08,1411,2022-07-28
0.27,0.21,0.13,0.07,0.17,1147,2023-06-05
0.22,0.26,0.1,0.29,0.2,1308,2021-12-17
0.3,0.15,0.12,0.15,0.27,1809,2025-05-20
0.24,0.07,0.12,0.27,0.33,1262,2023-08-02
0.17,0.14,0.09,0.09,0.29,1603,2024-02-04
0.14,0.11,0.2,0.3,0.19,1608,2025-06-13
0.06,0.21,0.13,0.35,0.09,1927,2025-10-02
0.05,0.2,0.2,0.18,0.33,1668,2021-02-11
0.09,0.11,0.1,0.17,0.29,1161,2022-01-24
0.35,0.35,0.31,0.13,0.34,1421,2023-03-10
0.16,0.08,0.3,0.26,0.22,1814,2020-09-01
0.2,0.15,0.12,0.18,0.08,1072,2024-03-03
0.06,0.19,0.2,0.07,0.26,1881,2025-11-30
0.14,0.13,0.14,0.09,0.25,1257,2025-04-07
0.19,0.18,0.18,0.13,0.28,1763,2023-10-19
0.28,0.2,0.18,0.14,0.11,1418,2020-09-24
0.17,0.34,0.11,0.3,0.18,1023,2020-08-20
0.33,0.32,0.3,0.26,0.13,1955,2021-04-05
0.17,0.19,0.11,0.22,0.11,1192,2025-07-16
0.11,0.08,0.07,0.14,0.14,1422,2025-02-02
0.24,0.07,0.12,0.16,0.22,1656,2021-07-08
0.16,0.26,0.31,0.28,0.13,1877,2023-11-23
0.31,0.25,0.17,0.07,0.12,1122,2024-07-23
0.13,0.16,0.26,0.08,0.08,1986,2021-07-31
0.14,0.14,0.33,0.24,0.08,1838,2023-02-27
0.22,0.08,0.21,0.24,0.25,1321,2023-06-04
0.16,0.21,0.27,0.05,0.17,1172,2025-10-15
0.22,0.23,0.12,0.19,0.16,1674,2025-02-11
0.17,0.16,0.13,0.18,0.22,1755,2025-06-23
0.18,0.2,0.09,0.1,0.09,1477,2020-10-14
0.34,0.22,0.24,0.32,0.16,1032,2025-07-15
0.3,0.17,0.14,0.13,0.12,1989,2021-10-18
0.18,0.27,0.12,0.14,0.09,1704,2024-04-20
0.22,0.19,0.07,0.08,0.11,1929,2025-02-13
0.07,0.27,0.32,0.21,0.07,1831,2024-12-28
0.24,0.16,0.21,0.16,0.16,1918,2022-03-14
0.18,0.28,0.28,0.16,0.24,1964,2022-10-27
0.15,0.08,0.26,0.14,0.07,1548,2026-01-06
0.28,0.13,0.3,0.3,0.19,1629,2021-04-28
0.22,0.2,0.11,0.33,0.23,1310,2023-06-07
0.23,0.3,0.3,0.33,0.19,1312,2022-11-22
0.07,0.22,0.1,0.23,0.13,1198,2025-05-11
0.34,0.24,0.34,0.06,0.24,1705,2020-09-12
0.21,0.24,0.3,0.19,0.13,1456,2023-05-25
0.23,0.24,0.15,0.32,0.11,1092,2023-02-19
0.07,0.1,0.19,0.31,0.29,1675,2024-07-17
0.19,0.15,0.17,0.23,0.16,1328,2024-04-20
0.26,0.17,0.08,0.17,0.32,1945,2025-12-13
0.06,0.11,0.19,0.15,0.13,1757,2024-10-07
0.28,0.31,0.22,0.13,0.22,1797,2024-08-28
0.22,0.33,0.14,0.08,0.12,1477,2024-02-02
0.11,0.32,0.35,0.18,0.06,1764,2021-02-01
0.15,0.19,0.08,0.32,0.17,1461,2025-12-24
0.29,0.28,0.24,0.15,0.15,1409,2023-12-26
0.14,0.22,0.34,0.35,0.15,1666,2025-03-23
0.21,0.31,0.2,0.05,0.2,1832,2025-07-03
0.34,0.31,0.1,0.31,0.06,1542,2022-10-11
0.1,0.31,0.28,0.24,0.21,1091,2023-12-06
0.11,0.23,0.14,0.23,0.09,1594,2023-04-12
0.1,0.13,0.2,0.14,0.31,1670,2022-05-02
0.21,0.05,0.06,0.1,0.17,1417,2025-12-25
0.33,0.18,0.31,0.3,0.26,1461,2023-10-23
0.23,0.33,0.21,0.08,0.21,1508,2025-09-26
0.06,0.17,0.33,0.2,0.35,1764,2023-03-03
0.28,0.21,0.15,0.16,0.2,1196,2021-08-23
0.18,0.12,0.31,0.34,0.08,1292,2023-09-16
0.2,0.3,0.25,0.1,0.07,1334,2020-12-11
0.21,0.09,0.2,0.3,0.29,1669,2023-06-28
0.25,0.06,0.07,0.33,0.32,1322,2024-08-03
0.17,0.06,0.06,0.3,0.23,1620,2021-11-07
0.15,0.17,0.28,0.23,0.29,1764,2025-10-22
0.13,0.19,0.32,0.08,0.23,1094,2024-06-23
0.26,0.05,0.08,0.19,0.33,1817,2024-03-03
0.22,0.27,0.27,0.21,0.21,1671,2025-07-23
0.19,0.2,0.21,0.27,0.3,1678,2023-08-12
0.32,0.2,0.28,0.09,0.14,1866,2022-04-14
0.13,0.27,0.13,0.29,0.05,1233,2025-03-22
0.13,0.18,0.06,0.3,0.19,1240,2024-06-26
0.22,0.27,0.09,0.2,0.13,1633,2025-10-08
0.1,0.1,0.08,0.16,0.25,1050,2025-10-09
0.07,0.29,0.12,0.1,0.19,1418,2024-01-23
0.29,0.2,0.34,0.33,0.29,1405,2023-06-08
0.2,0.05,0.15,0.17,0.34,1389,2022-12-31
0.16,0.21,0.31,0.17,0.32,1090,2022-04-28
0.17,0.14,0.2,0.23,0.11,1371,2025-07-18
0.16,0.11,0.23,0.09,0.05,1257,2026-01-09
0.06,0.35,0.19,0.3,0.1,1319,2024-05-23
0.29,0.35,0.07,0.14,0.14,1286,2022-06-15
0.2,0.31,0.3,0.18,0.14,1193,2020-09-29
0.3,0.23,0.25,0.11,0.29,1761,2024-02-20
0.33,0.07,0.2,0.25,0.23,1341,2023-07-29
0.06,0.22,0.17,0.28,0.34,1238,2025-01-07
0.3,0.19,0.06,0.11,0.3,1117,2022-08-12
0.33,0.34,0.16,0.23,0.16,1262,2023-10-30
0.17,0.2,0.34,0.23,0.22,1809,2023-08-17
0.18,0.25,0.29,0.21,0.21,1656,2022-06-13
0.12,0.33,0.25,0.27,0.34,1878,2024-09-18
0.1,0.32,0.23,0.08,0.17,1103,2025-09-04
0.05,0.25,0.09,0.17,0.16,1785,2024-04-10
0.29,0.17,0.25,0.25,0.11,1491,2025-11-27
0.27,0.18,0.06,0.22,0.34,1777,2025-03-19
0.21,0.15,0.25,0.22,0.11,1429,2021-07-12
0.35,0.14,0.32,0.3,0.19,1907,2022-07-02
0.14,0.22,0.13,0.17,0.1,1486,2022-01-19
0.2,0.26,0.2,0.13,0.24,1569,2021-03-28
0.24,0.28,0.33,0.05,0.28,1293,2023-08-22
0.25,0.22,0.25,0.32,0.09,1488,2023-11-02
0.27,0.06,0.23,0.19,0.16,1884,2021-09-19
0.33,0.31,0.31,0.19,0.32,1309,2020-09-28
0.16,0.14,0.26,0.31,0.24,1485,2023-06-22
0.1,0.16,0.11,0.19,0.08,1145,2021-06-27
0.18,0.06,0.17,0.23,0.14,1677,2022-10-17
0.09,0.22,0.18,0.09,0.12,1777,2023-11-22
0.14,0.3,0.25,0.06,0.26,1325,2020-09-24
0.1,0.13,0.29,0.22,0.11,1049,2021-03-17
0.09,0.26,0.31,0.13,0.22,1507,2022-03-22
0.17,0.07,0.1,0.23,0.2,1325,2025-09-15
0.31,0.28,0.17,0.06,0.3,1432,2024-10-21
0.14,0.28,0.23,0.22,0.35,1909,2021-02-16
0.17,0.12,0.17,0.22,0.17,1266,2025-05-16
0.26,0.24,0.22,0.24,0.08,1561,2022-12-03
0.17,0.19,0.22,0.1,0.18,1729,2025-11-11
0.34,0.25,0.32,0.22,0.06,1940,2024-11-10
0.18,0.23,0.19,0.26,0.22,1418,2024-03-02
0.32,0.2,0.05,0.23,0.06,1640,2021-01-19
0.08,0.08,0.14,0.19,0.23,1118,2021-01-16
0.28,0.06,0.07,0.29,0.16,1863,2024-07-02
0.12,0.08,0.06,0.13,0.17,1779,2021-12-23
0.17,0.33,0.05,0.27,0.19,1312,2025-11-25
0.09,0.11,0.07,0.13,0.19,1361,2024-05-16
0.17,0.06,0.12,0.09,0.31,1103,2022-12-08
0.27,0.28,0.13,0.14,0.33,1197,2022-09-08
0.22,0.33,0.18,0.29,0.22,1615,2023-09-24
0.17,0.06,0.2,0.08,0.18,1187,2022-08-31
0.19,0.07,0.1,0.34,0.21,1148,2025-02-15
0.25,0.16,0.31,0.23,0.29,1233,2023-06-06
0.18,0.06,0.27,0.19,0.18,1429,2021-01-14
0.21,0.08,0.27,0.35,0.21,1590,2021-11-21
0.27,0.11,0.22,0.28,0.33,1085,2025-09-16
0.21,0.24,0.22,0.24,0.32,1533,2024-01-12
0.27,0.33,0.18,0.09,0.12,1271,2023-03-07
0.27,0.11,0.15,0.32,0.06,1017,2021-12-28
0.3,0.24,0.23,0.34,0.24,1059,2025-09-22
0.35,0.3,0.11,0.06,0.21,1927,2023-03-12
0.31,0.17,0.27,0.07,0.31,1120,2021-06-11
0.14,0.08,0.2,0.22,0.25,1368,2025-12-31
0.08,0.09,0.24,0.17,0.24,1431,2022-03-28
0.33,0.33,0.24,0.33,0.28,1596,2023-02-05
0.34,0.07,0.08,0.06,0.29,1834,2025-01-29
0.06,0.32,0.15,0.26,0.14,1935,2021-10-28
0.19,0.24,0.24,0.22,0.12,1621,2023-04-27
0.29,0.33,0.07,0.08,0.2,1186,2023-08-22
0.35,0.29,0.29,0.35,0.06,1741,2021-08-15
0.29,0.16,0.3,0.32,0.2,1292,2023-07-11
0.25,0.06,0.1,0.3,0.27,1925,2021-09-03
0.19,0.06,0.14,0.1,0.1,1929,2024-10-01
0.18,0.3,0.33,0.19,0.27,1863,2023-03-16
0.27,0.2,0.34,0.15,0.27,1153,2023-07-07
0.13,0.07,0.21,0.24,0.26,1128,2021-01-02
0.27,0.35,0.25,0.29,0.28,1914,2021-11-07
0.16,0.2,0.08,0.26,0.12,1467,2022-08-14
0.17,0.3,0.33,0.16,0.29,1697,2021-07-06
0.32,0.31,0.33,0.19,0.2,1357,2022-05-24
0.33,0.07,0.22,0.33,0.32,1280,2022-12-17
0.2,0.07,0.06,0.35,0.12,1247,2023-02-11
0.29,0.16,0.35,0.05,0.16,1234,2024-07-14
0.12,0.17,0.32,0.09,0.05,1832,2022-10-06
0.23,0.21,0.14,0.34,0.31,1203,2022-03-02
0.11,0.19,0.14,0.26,0.27,1095,2021-06-01
0.06,0.35,0.14,0.1,0.11,1330,2025-10-21
0.29,0.11,0.13,0.16,0.13,1112,2025-10-29
0.09,0.29,0.31,0.22,0.09,1642,2022-05-12
0.17,0.16,0.13,0.13,0.15,1647,2024-08-11
0.34,0.24,0.12,0.25,0.2,1457,2025-07-18
0.11,0.18,0.13,0.17,0.28,1201,2021-07-17
0.21,0.27,0.16,0.25,0.13,1713,2025-06-08
0.07,0.34,0.29,0.28,0.1,1925,2023-09-16
0.31,0.07,0.26,0.06,0.33,1652,2025-06-02
0.29,0.31,0.23,0.17,0.17,1493,2023-08-09
0.29,0.24,0.12,0.22,0.15,1474,2024-03-14
0.27,0.23,0.26,0.24,0.05,1545,2023-03-26
0.17,0.19,0.34,0.05,0.15,1720,2024-12-25
0.31,0.1,0.08,0.29,0.22,1270,2022-12-24
0.33,0.27,0.35,0.11,0.15,1587,2022-07-24
0.1,0.07,0.32,0.08,0.14,1241,2021-10-22
0.28,0.27,0.26,0.12,0.21,1812,2023-04-30
0.21,0.3,0.28,0.17,0.27,1003,2025-11-02
0.27,0.31,0.06,0.08,0.34,1889,2025-06-09
0.22,0.23,0.26,0.17,0.31,1285,2022-05-27
0.26,0.06,0.29,0.31,0.14,1991,2021-07-27
0.2,0.07,0.1,0.27,0.28,1747,2021-02-11
0.26,0.12,0.32,0.34,0.17,1383,2021-11-04
0.12,0.08,0.21,0.08,0.17,1469,2024-05-18
0.21,0.16,0.22,0.08,0.26,1269,2024-03-16
0.25,0.26,0.07,0.18,0.07,1235,2022-06-07
0.18,0.28,0.29,0.24,0.08,1808,2024-12-09
0.17,0.23,0.3,0.31,0.32,1226,2025-04-13
0.13,0.08,0.17,0.08,0.08,1088,2023-02-16
0.15,0.29,0.33,0.3,0.21,1272,2025-04-15
0.14,0.13,0.13,0.23,0.19,1460,2025-10-24
